address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Lahore, Punjab, Pakistan",False,31.52079,74.34394,Best Hotel accommodation in Hotel,2.0,34.0,34.0,USD,nightly,Zaheer,1.0,https://www.airbnb.com/users/show/269312218,269312218.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Zaheer,Private room ,5.0,Not Available,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.63829,72.92705,Best in Town,4.0,68.0,68.0,USD,nightly,Akhtar,1.0,https://www.airbnb.com/users/show/368805180,368805180.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Akhtar,Entire place,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.81448,67.05098,Best Location opposit food'street bunglow portion,2.0,30.0,30.0,USD,nightly,Akhtiar,1.0,https://www.airbnb.com/users/show/207747976,207747976.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within a few hours,Akhtiar,Private room,5.0,I m Akhtiar  Ali from holiday inn guest house we  are  going to promote Pakistan  tourist industry  because our 5000 old traditional  & historical  places here worlds  most peoples love to explore  it  we say  welcome to  all Guest holidays destination 2021,False,1,False,0
"Lahore, Punjab, Pakistan",False,31.49462,74.39237,Best place for entire Lahore Visit,4.0,17.0,17.0,USD,nightly,Waqas,1.0,https://www.airbnb.com/users/show/9133165,9133165.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Waqas,Private room ,5.0,Engineer lives in Lahore Cantt,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.91818,67.17356,Best place near Karachi Airport,4.0,21.0,21.0,USD,nightly,Shahid,1.0,https://www.airbnb.com/users/show/161157585,161157585.0,Urdu,English,Punjabi,Pashto,Not Available,0.17,a few days or more,Shahid,Private room,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.917,67.131,Best place to live near airport.,2.0,68.0,68.0,USD,nightly,Kaleem,1.0,https://www.airbnb.com/users/show/163714186,163714186.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Kaleem,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.4069,74.26982,Best Place to Spend a night in Lahore,2.0,23.0,23.0,USD,nightly,Saad,1.0,https://www.airbnb.com/users/show/340232996,340232996.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Saad,Private room ,5.0,I am a Software Engineer graduated from Fast University Lahore and Currently working in an IT company as Senior Software Engineer for an American product named Sibme.,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.90587,67.18675,Best place to stay near airport,2.0,23.0,23.0,USD,nightly,Rayan,1.0,https://www.airbnb.com/users/show/162915928,162915928.0,中文 (简体),English,Punjabi,Pashto,Not Available,0.0,a few days or more,Rayan,Private room,5.0,"Travel Consultant, Aviator, Astronomer and Artist",True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.67449,73.1067,"Best Place To Stay, After ""Calling It A Day""",2.0,21.0,21.0,USD,nightly,Faran,1.0,https://www.airbnb.com/users/show/436501605,436501605.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Faran,Private room,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.85657,67.08661,Best room,2.0,30.0,30.0,USD,nightly,Sameer,1.0,https://www.airbnb.com/users/show/390443401,390443401.0,English,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Sameer,Entire place,5.0,Guest House,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.43944,74.35442,BHATTI HOUSE,2.0,57.0,57.0,USD,nightly,Irfan,1.0,https://www.airbnb.com/users/show/260447096,260447096.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Irfan,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.52318,74.37542,Bhurban Executive Suites brings holiday happiness,6.0,34.0,34.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/373009784,373009784.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad,Entire place,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.93678,67.15376,Big n comfortable room near Karachi Int. Airport,2.0,23.0,23.0,USD,nightly,Muhammad Zeeshan,1.0,https://www.airbnb.com/users/show/365100517,365100517.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad Zeeshan,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.71593,73.04049,Blair House,2.0,63.0,63.0,USD,nightly,Noumaan,1.0,https://www.airbnb.com/users/show/236804166,236804166.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Noumaan,Entire place,4.75,Not Available,False,4,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69562,72.94763,BLUE MOON,2.0,21.0,21.0,USD,nightly,Ali Hamza,1.0,https://www.airbnb.com/users/show/402997591,402997591.0,English,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Ali Hamza,Private room,5.0,Ali Hamza,False,2,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.72793,73.06529,Blue Moon Residency,4.0,56.0,56.0,USD,nightly,Faisal,1.0,https://www.airbnb.com/users/show/391138478,391138478.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Faisal,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.54296,74.3842,BnB Hotel,4.0,23.0,23.0,USD,nightly,Asher,1.0,https://www.airbnb.com/users/show/307129304,307129304.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Asher,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.51803,74.34145,Booked your upcoming stay with Al Burhan Express,1.0,40.0,40.0,USD,nightly,Zaheer,1.0,https://www.airbnb.com/users/show/269312218,269312218.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Zaheer,Private room ,5.0,Not Available,False,1,True,0
"Lahore, Punjab, Pakistan",False,31.444,74.283,Brand New 2 Bed Apartment near Shaukat Khanum,4.0,30.0,30.0,USD,nightly,Saqib,1.0,https://www.airbnb.com/users/show/40666245,40666245.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Saqib,Entire place,4.65,"I am entrepreneur, works for a construction company as well. Travelled to many countries and worked in couple too. I like to explore new destinations. I love hosting. My short term dream is to have at least a dozen apartments to welcome guests from around the world.",False,171,True,0
"Karachi, Sindh, Pakistan",False,24.93846,67.04556,"Brand new furnished apartment, VIP location.",6.0,74.0,74.0,USD,nightly,Fahim,1.0,https://www.airbnb.com/users/show/326578137,326578137.0,Urdu,English,Punjabi,Pashto,Not Available,0.43,a few days or more,Fahim,Entire place,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",True,33.55056,73.12426,Bright & Stylish 1-Bedroom Apt in Bahria Town,3.0,45.0,45.0,USD,nightly,Ali,1.0,https://www.airbnb.com/users/show/269977503,269977503.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Ali,Entire place,5.0,"I'm Ali, who loves traveling and exploring different cultures. Looking forward to meet you!",False,119,True,0
"Rawalpindi, Punjab, Pakistan",True,33.56647,73.11764,Bright & Sunny ☀️ 1-Bed  appt in Bahria Town.,3.0,51.0,51.0,USD,nightly,Sohail,1.0,https://www.airbnb.com/users/show/171315176,171315176.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Sohail,Entire place,5.0,"I have started this venture Holidazzle Serviced Apartments & Suites. Putting in the best of our travel experiences and demands of our regular travellers. 

Hopefully you will have a best experience at our place and would love to host our guests from across the world.",False,67,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.82628,73.13272,Bright hills Huts,4.0,23.0,23.0,USD,nightly,Haider,1.0,https://www.airbnb.com/users/show/293701001,293701001.0,English,English,Punjabi,Pashto,Not Available,1.0,within a day,Haider,Entire place,5.0,Not Available,False,1,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69968,73.00977,Bright Stylish Studio+In City Centre+near F9 Park,4.0,45.0,45.0,USD,nightly,Riff,1.0,https://www.airbnb.com/users/show/183879521,183879521.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Riff,Entire place,4.57,Not Available,False,418,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68153,72.99012,Budget 1-Bedroom studio apartment #001.,2.0,15.0,15.0,USD,nightly,Danish,1.0,https://www.airbnb.com/users/show/430421467,430421467.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Danish,Entire place,4.5,Heyy everyone danish here i started this business recently and i hope that everyone will support me.,False,83,True,0
"Rawalpindi, Punjab, Pakistan",True,33.52299,73.09078,"Budget BR 1 w/ TV, AC & W Heater.",4.0,22.0,22.0,USD,nightly,Ajlal,1.0,https://www.airbnb.com/users/show/83196466,83196466.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,1.0,within an hour,Ajlal,Private room,4.93,Not Available,False,71,True,0
"Rawalpindi, Punjab, Pakistan",True,33.52248,73.09372,"Budget BR 2 w/ TV, AC & W heater. No window.",4.0,22.0,22.0,USD,nightly,Ajlal,1.0,https://www.airbnb.com/users/show/83196466,83196466.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,1.0,within an hour,Ajlal,Private room,5.0,Not Available,False,71,True,0
"Karachi, Sindh, Pakistan",False,24.88292,67.35742,"C-86, Rao Arcade/3 Bedroom Comfort Home",12.0,64.0,64.0,USD,nightly,Areeba,1.0,https://www.airbnb.com/users/show/404026784,404026784.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Areeba,Entire place,5.0,Not Available,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.71889,73.05506,Cadillac (The House Of Comforts ),2.0,58.0,58.0,USD,nightly,Rana,1.0,https://www.airbnb.com/users/show/260561967,260561967.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Rana,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.44447,74.26726,"Calm tidy, feels like home.",3.0,23.0,23.0,USD,nightly,Wajahat,1.0,https://www.airbnb.com/users/show/279795361,279795361.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Wajahat,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.44589,74.20255,Canal road,2.0,23.0,23.0,USD,nightly,Fawad,1.0,https://www.airbnb.com/users/show/351694413,351694413.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Fawad,Entire place,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.72203,73.05533,Capetown Elite,16.0,35.0,35.0,USD,nightly,Aslam,1.0,https://www.airbnb.com/users/show/423940194,423940194.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Aslam,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.71352,73.04821,Casa Blanca House islamabad F-8/4 islamabad,16.0,46.0,46.0,USD,nightly,Muhib,1.0,https://www.airbnb.com/users/show/412427137,412427137.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within a day,Muhib,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.46874,74.2614,Casa De Lahore - Executive 2 Bed Apartment,5.0,39.0,39.0,USD,nightly,Escobar,1.0,https://www.airbnb.com/users/show/257918460,257918460.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Escobar,Entire place,4.64,Not Available,False,74,True,0
"Karachi, Sindh, Pakistan",False,24.782,67.057,CASA DE SAF (Guest House),10.0,24.0,24.0,USD,nightly,Guesthouse With RoofTop & Sea View,1.0,https://www.airbnb.com/users/show/270924553,270924553.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.63,within a day,Guesthouse With RoofTop & Sea View,Private room,5.0,"We have an stylish newly built Guest House with all Amenities & Facilities ready to welcome our valued guests traveling to Karachi from abroad or other cities of Pakistan.

Our Guest House is located in DHA Phase 6 (Karachi) in front of Sea View and following are salient features of the facility,

*2 Floors – Each Floor having 4 bed rooms. 1 Large bed room & 3 mall bed rooms. Total 8 rooms.
*Bed rooms are located on 2nd & 3rd floors
*Each floor has shared/common two bathrooms – Total 4 bathroom on 2 floors complete with all toiletries
*Guest house has a shared American Kitchen & vast dining area located on 1st floor
*Guest house has an amazing Roof Terrace with Sofas & Tables. This facility offers a cozy environment and an amazing sightseeing of the neighborhood & sea view
*Each room has Split AC, flat screen TV, Free WiFi
*Lift facility is available on all floors
*24 hours electricity generator
*Security & Room Service available round the clock
*Laundry facility available at cost
*Break Fast, Lunch, Dinner & Drinks available at cost
*Nearby Cafes, Barber Shops, Medical Stores, Grocery Shops
*Staff speak Urdu, Punjabi, Sindhi & English langues

Other Facilities 
*Rent a cars available on request 
*Airport pick up at additional cost 
*Largest mall close by 
*Cineplax closeby 
*Beach buggies 
*Beach ride 
*Boat cruises 
**Available on prior bookings WITH ADDITIONAL COST**

Special Note: Please call on given cell numbers for CONFIRMATION prior to traveling to ensure rooms are available. 
Contact #:
+ (Phone number hidden by Airbnb)",False,3,False,0
"Karachi, Sindh, Pakistan",False,24.78258,67.05604,"Casa De SAF, Near Sea View, Mc Donalds, Hyper",1.0,30.0,30.0,USD,nightly,Guesthouse With RoofTop & Sea View,1.0,https://www.airbnb.com/users/show/270924553,270924553.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.63,within a day,Guesthouse With RoofTop & Sea View,Private room,3.67,"We have an stylish newly built Guest House with all Amenities & Facilities ready to welcome our valued guests traveling to Karachi from abroad or other cities of Pakistan.

Our Guest House is located in DHA Phase 6 (Karachi) in front of Sea View and following are salient features of the facility,

*2 Floors – Each Floor having 4 bed rooms. 1 Large bed room & 3 mall bed rooms. Total 8 rooms.
*Bed rooms are located on 2nd & 3rd floors
*Each floor has shared/common two bathrooms – Total 4 bathroom on 2 floors complete with all toiletries
*Guest house has a shared American Kitchen & vast dining area located on 1st floor
*Guest house has an amazing Roof Terrace with Sofas & Tables. This facility offers a cozy environment and an amazing sightseeing of the neighborhood & sea view
*Each room has Split AC, flat screen TV, Free WiFi
*Lift facility is available on all floors
*24 hours electricity generator
*Security & Room Service available round the clock
*Laundry facility available at cost
*Break Fast, Lunch, Dinner & Drinks available at cost
*Nearby Cafes, Barber Shops, Medical Stores, Grocery Shops
*Staff speak Urdu, Punjabi, Sindhi & English langues

Other Facilities 
*Rent a cars available on request 
*Airport pick up at additional cost 
*Largest mall close by 
*Cineplax closeby 
*Beach buggies 
*Beach ride 
*Boat cruises 
**Available on prior bookings WITH ADDITIONAL COST**

Special Note: Please call on given cell numbers for CONFIRMATION prior to traveling to ensure rooms are available. 
Contact #:
+ (Phone number hidden by Airbnb)",False,3,False,0
"Karachi, Sindh, Pakistan",True,24.86479,67.08117,Center Karachi Apartment,3.0,16.0,16.0,USD,nightly,Tauqeer,1.0,https://www.airbnb.com/users/show/219826324,219826324.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Tauqeer,Private room,4.7,I m Business Finance Graduate. I m very straight forward and tries my best to be courteous.,False,121,True,0
"Karachi, Sindh, Pakistan",False,24.81243,67.1386,Center of city,4.0,29.0,29.0,USD,nightly,Aamir,1.0,https://www.airbnb.com/users/show/423440391,423440391.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Aamir,Entire place,5.0,Not Available,False,1,True,0
"Karachi, Sindh, Pakistan",False,24.85809,67.06051,"Center of City, Easy Aporoach & Transportation",3.0,29.0,29.0,USD,nightly,The Guest,1.0,https://www.airbnb.com/users/show/329859231,329859231.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,The Guest,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.53037,73.1429,CHAMKANITE RESIDENTIA,5.0,83.0,83.0,USD,nightly,Gohar,1.0,https://www.airbnb.com/users/show/429032148,429032148.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Gohar,Private room,5.0,Not Available,False,1,True,0
"Lahore, Punjab, Pakistan",False,31.51015,74.35028,Chancery Guest House,1.0,40.0,40.0,USD,nightly,Majid,1.0,https://www.airbnb.com/users/show/225661919,225661919.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Majid,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.51019,74.34726,Charming 8 bedrooms with luxury Interior,3.0,51.0,51.0,USD,nightly,Bilal,1.0,https://www.airbnb.com/users/show/239760680,239760680.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Bilal,Private room ,5.0,Not Available,False,1,True,0
"Karachi, Sindh, Pakistan",False,24.85747,67.02339,Charming 80 Rooms Hotel with modern facilities,6.0,94.0,94.0,USD,nightly,Saeed,1.0,https://www.airbnb.com/users/show/127986973,127986973.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Saeed,Private room,5.0,"HOTEL CROWN INN is located in the heart of city, a great place for lodging and dining with new concepts of guest services and which will ensure safe and comfortable stay for our valued future guests. 

It is an honor for us to inform you the features of this hotel. The Hotel runs the Hall, Meeting Room and Conference Hall for event management concerns. 

Daily Newspaper 
Buffet Breakfast 
Shoe shine 
Valet parking 

Other Facilities: 
Centrally air conditioned, Comfortable rooms, Airport pick & Drop 
Measure credit card, Health club, Snooker club 
Business center, Restaurant, Conference hall, Doctor on call 
Safe deposit Box, Dry Clean, Standby Generator, 
Cable TV satellite, Banquet Hall, Meeting room, 
Coffee shop, Round the clock Room service. 
24 Hours Free WiFi 

With Best Regards, 

[ Saeed Naqvi ] 

[ Hotel Crown Inn ] 
Karachi",False,5,True,0
