type,name,description
hotel,Luxury One Hotel Lahore,"Luxury One Hotel Lahore located at address not available in Lahore, costs Rs3712 per night. Description: Set among shops on a city street, this casual hotel is 3 km from Model Town Park, 10 km from the Bab-e-Pakistan monument, and 21 km from Allama Iqbal International Airport.… MoreRelaxed, straightforward rooms have flat-screen TVs; some add sitting areas. Room service is provided 24/7.Parking is complimentary. There's also a laid-back international restaurant. An airport shuttle is available.Check-in time: 12:00Check-out time: 12:00."
hotel,Citymax Hotel,"Citymax Hotel located at 917 faizabad, inside Skyways bus terminal, I.J.P. Rd, Faizabad, Islamabad, Punjab 46300 in Islamabad, costs Rs12188 per night. Description: Adjacent to Skyways Bus Faizabad Terminal, this unpretentious hotel is 4 km from Pakistan Museum of Natural History and 6 km from the Pakistan Monument, both in Shakarparian National Park.… MoreThe straightforward rooms provide flat-screen TVs and ceiling fans, as well as air conditioning. Room service is available.Amenities consist of breakfast, parking and Wi-Fi.Check-in time: 14:00Check-out time: 14:00."
hotel,Rose Palace Hotel (Gulberg),"Rose Palace Hotel (Gulberg) located at address not available in Lahore, costs Rs9709 per night. Description: Among shops and eateries, this straightforward hotel is 6 km from Lahore Zoo, 9 km from art and history exhibits at the Lahore Museum, and 13 km from Allama Iqbal International Airport.… MoreRelaxed rooms with colourful decor feature flat-screen TVs, minibars and free Wi-Fi, as well as en suite bathrooms. Upgraded rooms offer sitting areas, and tea and coffeemaking equipment. Room service is available.Continental breakfast, parking and an airport shuttle are complimentary. Other amenities include a restaurant and meeting rooms.Check-in time: 12:00Check-out time: 12:00."
hotel,Luxurious 1BHK In Elysium Opposite Centaurus,"Luxurious 1BHK In Elysium Opposite Centaurus located at address not available in Islamabad, costs Rs22108 per night. Description: DetailsLocated within the Blue Area district in Islamabad, Luxurious 1BHK In Elysium Opposite Centaurus has air conditioning, a patio, and city views. This property offers access to a balcony and free private parking.Website."
hotel,PEACE PALACE ISLAMABAD,"PEACE PALACE ISLAMABAD located at address not available in Islamabad, costs Rs7855 per night. Description: DetailsSituated in Islamabad, within 10 km of Shah Faisal Mosque and 22 km of Lake View Park, PEACE PALACE ISLAMABAD features accommodation with a terrace and as well as free private parking for guests who drive.Website."
hotel,Monarch Residancy,"Monarch Residancy located at 752 Street 46, NPF MPCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs5829 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Pool & Park Hotel,"Pool & Park Hotel located at address not available in Lahore, costs Rs2610 per night. Description: Set on a tree-lined avenue, this low-key hotel is 2 km from both Expo Centre Lahore and shopping at Emporium Mall. Allama Iqbal International Airport is 27 km away.… MoreCasual rooms offer flat-screens and Wi-Fi. Upgraded rooms add sitting areas and minifridges. Some have whirlpool baths. Room service is available.There's a laid-back restaurant and a lobby lounge, as well as outdoor event space. Other amenities include parking and a breakfast buffet.Check-in time: 12:00Check-out time: 12:00."
hotel,Serene Residence,"Serene Residence located at address not available in Islamabad, costs Rs6500 per night. Description: Set 5 km from the Golra train station, this straightforward guesthouse is 10 km from the contemporary Shah Faisal Masjid mosque and 11 km from Islamabad.… MoreWarm rooms, some with colourful accents, have TVs and en suite wet rooms. Upgraded rooms feature sitting areas and/or kettles. Room service is available.High-speed Internet access is offered. There’s a kids’ play area. Meals can be arranged.Check-in time: 13:00Check-out time: 12:00."
hotel,Tulip inn Hotel Gulberg,"Tulip inn Hotel Gulberg located at address not available in Lahore, costs Rs3248 per night. Description: Set 14 km from Allama Iqbal International Airport, this unfussy business hotel in a residential area is 8 km from landscaped gardens at Race Course Park and 9 km from Lahore Zoo.… MoreStraightforward rooms feature Wi-Fi and flat-screen TVs. Upgraded rooms add sitting areas. Room service is available.An airport shuttle is free. Other amenities include a business centre and meeting space, as well as a casual dining room. Breakfast and parking are available.Check-in time: 12:30Check-out time: 11:30."
hotel,royal city hotel G6 Islamabad,"royal city hotel G6 Islamabad located at Block 16 i&t center, G6/1 Aabpara, Rawalpindi, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs12648 per night. Description: Located in the heart of the city.."
hotel,Elite Lodge Guest House,"Elite Lodge Guest House located at House No 50, Shahrah e suharwardy, Sector G G 6/4 6/4, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs13372 per night. Description: Check-in time: 14:00Check-out time: 12:00."
hotel,The Lodge Hotel Lahore,"The Lodge Hotel Lahore located at address not available in Lahore, costs Rs4405 per night. Description: DetailsWheelchair accessible, Cable channels, Internet, TV, Wi-Fi, Air conditioning, Heater, Coffee or tea, Kitchen, Hair dryer, Toiletries, Towels, Desk/workspace, Free parking, Doorman, Iron, Fire extinguisher, First aid kit, Smoking allowed,Website."
hotel,Royalton Inn Hotel - Lahore,"Royalton Inn Hotel - Lahore located at 11- F، behind Saddique Trade Center, Block H Gulberg 2, Lahore, Punjab 54660 in Lahore, costs Rs5702 per night. Description: Set on a side street in the city centre, this straightforward hotel is a 7-minute walk from the shopping at Siddiq Trade Center and 3 km from the Race Course at Jilani Park. It's an 8-minute walk from the Lahore Cantt. Railway Station.… MoreFunctional rooms offer TVs, Wi-FI and air conditioning, as well as fridges, and tea and coffeemaking facilities. Room service is available.There's a low-key restaurant and event space, in addition to breakfast and valet parking.Check-in time: 12:00Check-out time: 12:00."
hotel,Hotel Al Hamrah inn,"Hotel Al Hamrah inn located at M2QM+JC8, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory in Islamabad, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Go Room Hotel Lahore,"Go Room Hotel Lahore located at 473 Airline Blvd, Airline Society, Lahore, Punjab in Lahore, costs Rs4640 per night. Description: Check-out time: 12:00."
hotel,Flexi dreams hospitality services Islamabad Branch 2,"Flexi dreams hospitality services Islamabad Branch 2 located at 244 Street 62, MPCHS E-11/3 MPCHS E 11/2 E-11, Islamabad, Islamabad Capital Territory in Islamabad, costs Rs5850 per night. Description: Located in the heart of the city.."
hotel,Royal Galaxy Bed & Breakfast Islamabad - For Families Only,"Royal Galaxy Bed & Breakfast Islamabad - For Families Only located at address not available in Islamabad, costs Rs5299 per night. Description: Check-out time: 12:00."
hotel,Gulberg Continental Hotel Lahore,"Gulberg Continental Hotel Lahore located at address not available in Lahore, costs Rs6019 per night. Description: Within 5 minutes' walk of eateries, this unpretentious hotel is 4 km from Joyland amusement park and 14 km from Allama Iqbal International Airport.… MoreThe low-key rooms feature sitting areas, flat-screen TVs and minifridges. Room service is available.Parking is complimentary. There's also a relaxed lobby lounge and a terrace. Continental breakfast and bike rentals are offered.Check-in time: 14:00Check-out time: 12:00."
hotel,The Host Guest House,"The Host Guest House located at House No# 50, Street No# 42, Nizam Taj Uddin Rd, F-6/1 F 6/1 F-6, Islamabad, Islamabad Capital Territory 46000 in Islamabad, costs Rs10238 per night. Description: InternetWi-FifreeServicesFront desk24-hourFull-service laundryParking & transportParkingfree."
hotel,Savanna Inn Guest House,"Savanna Inn Guest House located at House# 14-A, Street# 28, Sector, F-6/1 F 6/1 F-6, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs12648 per night. Description: InternetWi-FiServicesFront desk24-hourFull-service laundryParking & transportParkingfree."
hotel,Green Land Hotel Lahore,"Green Land Hotel Lahore located at 48 Farooq Ave, Johar View Block G Phase 1 Johar Town, Lahore, Punjab 54782 in Lahore, costs Rs5040 per night. Description: Set in a leafy residential area, this down-to-earth hotel is 12 km from the Bagh-e-Jinnah park and 17 km from the Badshahi Mosque. Allama Iqbal International Airport is 24 km away.… MoreUnpretentious rooms feature flat-screen TVs, ceiling fans and air conditioning, as well as en suite wet rooms. Some have sitting areas. Room service is available 24/7.Amenities include Wi-Fi, breakfast and parking.Check-in time: 12:00Check-out time: 12:00."
hotel,Royal Lexus guest house,"Royal Lexus guest house located at P3F9+8WG, Street 32, F-6/1 F 6/1 F-6, Islamabad, Islamabad Capital Territory in Islamabad, costs Rs12648 per night. Description: Ideal for short and long stays.."
hotel,Fusion Lodge,"Fusion Lodge located at 30- B, Street 18, near Hardees & Jinnah Super, F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs11583 per night. Description: Set on a leafy side street, this unassuming guesthouse is 2 km from Faisal Mosque and 3 km from shopping at the Centaurus Mall. Margalla railway station is 9 km away.… MoreRelaxed, warmly decorated rooms feature flat-screen TVs and sitting areas, as well as air conditioning.There's a guest lounge. Breakfast is served in an informal dining room. Other meals can be arranged.Check-out time: 12:00."
hotel,Bahria Eiffel view Apartments - Deluxe Queen Studio,"Bahria Eiffel view Apartments - Deluxe Queen Studio located at address not available in Lahore, costs Rs8814 per night. Description: DetailsBoasting quiet street views, Bahria Eiffel view Apartments features accommodation with terrace, around 22 km from Emporium Mall. Featuring a lift, this property also provides guests with an outdoor fireplace. The fireplace is a top feature of this studio. Featuring free toiletries and bathrobes, this studio includes a private bathroom with a walk-in shower, a bath and slippers. Guests can make meals in the kitchen that features a stovetop, a refrigerator, a dishwasher and kitchenware. This air-conditioned studio comes with a dining area, a flat-screen TV with cable channels a private entrance and a terrace. The unit has 1 bed.Website."
hotel,Galaxy Lodge,"Galaxy Lodge located at House 25, main Neelam Rd, G-9/3 G 9/3 G-9, Islamabad, Islamabad Capital Territory 46000 in Islamabad, costs Rs5669 per night. Description: Check-out time: 12:00."
hotel,Elite Residence Guest House,"Elite Residence Guest House located at address not available in Islamabad, costs Rs12648 per night. Description: Check-in time: 13:00Check-out time: 12:00."
hotel,IVY Guesthouse,"IVY Guesthouse located at House 431 Sufi Tabasum Rd, Sector I-8/2 I 8/2 I-8, Islamabad, Islamabad Capital Territory 44790 in Islamabad, costs Rs7939 per night. Description: InternetWi-FifreeWi-Fi in public areasPublic Internet workstationServicesFront desk24-hourBaggage storageConciergeCurrency exchangeFull-service laundrySelf-service laundryWake up callsHousekeepingTurndown serviceWellnessNo fitness centreNo spaAccessibilityAccessibleAccessible parkingLanguages spokenEnglish."
hotel,Arena Lodge,"Arena Lodge located at House # 6-B, Main Parveen Shakir Rd, F-7/1 F 7/1 F-7, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs8190 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Paramount Guest House,"Paramount Guest House located at address not available in Islamabad, costs Rs9093 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Carnations Suites,"Carnations Suites located at Street 53, F-7/4 F 7/4 F-7, Islamabad, Islamabad Capital Territory 44000 in Islamabad, costs Rs22296 per night. Description: Check-in time: 14:00Check-out time: 12:00."
hotel,Pak Guest House,"Pak Guest House located at address not available in Islamabad, costs Rs7170 per night. Description: Check-in time: 12:00Check-out time: 12:00."
hotel,Valley View Villa,"Valley View Villa located at address not available in Islamabad, costs Rs9296 per night. Description: DetailsRawalpindi vacation home in Bahria Town with free parkingAlong with a microwave in a common area, this vacation home has a refrigerator in a common area and dry cleaning. Free WiFi in public areas and free self parking are also provided. Additionally, laundry facilities, a garden, and barbecue grills are onsite. All homes are individually decorated and offer free WiFi and free bottled water. Guests will also find stovetops, Egyptian cotton sheets, and down comforters. Housekeeping is available on request. Valley View Villa offers 3 air-conditioned accommodations with complimentary bottled water and slippers. Each accommodation is individually furnished and decorated. Beds feature Egyptian cotton sheets, down comforters, and premium bedding. Guests can make use of the shared/communal kitchen. Bathrooms include showers. Guests can surf the web using the complimentary wireless Internet access. Additionally, rooms include ceiling fans and blackout drapes/curtains. Housekeeping is offered daily and irons/ironing boards can be requested. Housekeeping is provided on request.."
